#############################################;;;;;;;;;;;;;;x
#Brittania;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV1733;Leptis Magna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1734;Charax;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3250;Tamuda;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Additional Provinces;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV3256;Kampen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3257;Almere;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3298;Geumgwan Gaya;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3299;Geummajeo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3300;Sabeolju;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV860;Konstantinoupolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3301;Geonanseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3302;Ogolseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3303;Bakjakseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3304;Ansiseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3305;Mokjeoseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3306;Buyeoseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3307;Mount Baekdu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3308;Yongdamsanseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3309;Dongdansanseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3310;Ilan Hala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1555;Gungnae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1554;Chaeseongbu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1479;Yodongseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1082;Gaseopwon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1620;Wangheomseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
# the actual location may have been more south, and the city probably did not exist by then, but honestly i spent 3 hours researching i no longer care.;;;;;;;;;;;;;;x
PROV1622;North Okjeo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1623;Samsugapsan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3285;South Okjeo;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Province names are typically derrived from major cities in Korean, here I've chosen to name it after the region since the people here lived in a thousand villages. (I xxagerate);;;;;;;;;;;;;;x
PROV1621;Hwaryeo;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1619;Pyeongyangseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1626;Jiseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1627;Yulcheon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1628;Michuhol;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1624;Bukhansangun;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1630;Haslla;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1629;Bulnaeye;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1631;Siljikgok;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1637;Mugeunseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1625;Busogap;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1636;Ungjin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1635;Bulmi;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1634;Seorabeol;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1632;Geochulsan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1633;Dalgubeol;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1481;Bisaseong;;;;;;;;;;;;;;;;;;;;;;;;;;;
